episode_title,episode_author,link,author,Title
The Book of Ebenezer Le Page,Gb Edwards,https://www.backlisted.fm/episodes/92-gb-edwards-the-book-of-ebenezer-le-page,Salman Rushdie,Midnight’s Children
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Toni Morrison,Beloved
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Toni Morrison,Beloved audio book (read by Toni Morrison)
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Toni Morrison,Mouth Full of Blood: Essays
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Toni Morrison,Speeches
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Toni Morrison,Meditations
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Toni Morrison,The Bluest Eye
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Toni Morrison,Song of Solomon
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Preti Taneja,We That Are Young
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Lisa Blower,It’s Gone Dark Over Bill’s Mother’s
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Paraic O’Donnell,The House on Vesper Sands
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Kit de Waal (ed),Common People
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Andy Miller,The Year of Reading Dangerously
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,William Faulkner,Light in August
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,William Faulkner,Absalom
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,William Faulkner,Absalom
Beloved,Toni Morrison,https://www.backlisted.fm/episodes/93-toni-morrison-beloved,Gayl Jones,Corregidora
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Alan Isler,The Prince of West End Avenue
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,William Sutcliffe,Are You Experienced?
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,William Sutcliffe,Whatever Makes You Happy
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,William Sutcliffe,The Gifted
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,William Sutcliffe,The Talented and Me
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,William Sutcliffe,The Wall
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Samantha Ellis,How to be a Heroine
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Samantha Ellis,Take Courage: Anne Brontë and the Art of Life
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Kate Lister,A Curious History of Sex
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Eve Babitz,Sex & Rage: Advice to Young Ladies Eager for a Good Time
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Claire Dederer,Love & Trouble: Memoirs of a Former Wild Girl
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Luis Sagasti,Fireflies
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Carlo Ginzburg,The Cheese & the Worms
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Nina Stibbe,Paradise Lodge
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,B.S. Johnson,House Mother Normal
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Liz Jensen,War Crimes for the Home
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Kingsley Amis,Ending Up
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Tove Jansson,Sun City
The Prince of West End Avenue,Alan Isler,https://www.backlisted.fm/episodes/94-alan-isler-the-prince-of-west-end-avenue,Adam Biles,Feeding Time
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Italo Calvino,The Baron in the Trees
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Italo Calvino,Our Ancestors
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Italo Calvino,If On a WInter’s Night a Traveller
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Italo Calvino,Invisible Cities
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Italo Calvino,Cosmicomics
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Italo Calvino,Six Memos for the Next Millennium
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Italo Calvino,Mr Palomar
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Italo Calvino,Why Read the Classics?
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Caspar Henderson,The Book of Barely Imagined Beings
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Caspar Henderson,A New Map of Wonders
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Kate Clanchy,Some Kids I Taught & What They Taught Me
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Alexander Masters,Stuart: A Life Lived Backwards
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,W.H. Auden,About the House
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,W.H. Auden,Collected Poems
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Anonymous,La Vida de la Lazarillo de Tormes
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Laurence Sterne,Tristram Shandy
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Voltaire,Candide
The Baron in the Trees,Italo Calvino,https://www.backlisted.fm/episodes/95-italo-calvino-the-baron-in-the-trees,Jaroslav Hašek,The Good Soldier Švejk
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,D.E. Stevenson,Miss Buncle’s Book
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,D.E. Stevenson,Miss Buncle Married
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,D.E. Stevenson,The Two Mrs AbbottsShelley Harris
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,D.E. Stevenson,Miss Buncle’s Book
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,D.E. Stevenson,Miss Buncle Married
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,D.E. Stevenson,The Two Mrs Abbotts
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Shelley Harris,Jubilee
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Shelley Harris,Vigilante
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Sam Riviere,81 Austerities
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Sam Riviere,Kim Kardashian’s Marriage
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Sam Riviere,Safe Mode
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Marc Hamer,How to Catch a Mole
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Michael Chabon,The Amazing Adventures of Cavalier & Clay
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Paul Kingsnorth,The Wake
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Alice Jolly,Mary Ann Sate
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Alice Jolly,Imbecile
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Arthur Machen,The Great God Pan
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Sylvia Townsend Warner,Lolly Willowes
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Kenneth Grahame,The Wind in the Willows
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Elizabeth Jenkins,The Tortoise and the Hare
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Charles Williams,Descent into Hell
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Adam Thorpe,Ulverton
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Ronald Blythe,Akenfield
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,John Wyndham,The Midwich Cuckoos
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Miss Read,The School at Thrush Green
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Agatha Christie,4.50 from Paddington
Miss Buncle’s Book,D.E. Stevenson,https://www.backlisted.fm/episodes/96-de-stevenson-miss-buncles-book,Penelope Fitzgerald,The Bookshop
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Ray Bradbury,The Illustrated Man
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Ray Bradbury,The Martian Chronicles
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Ray Bradbury,The Golden Apples of the Sun
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Ray Bradbury,Fahrenheit 451
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Ray Bradbury,Dandelion Wine
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Ray Bradbury,Something Wicked This Way Comes
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Laura Cumming,On Chapel Sands
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Jay Bernard,Surge
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Sam Leith,Write To The Point: How To Be Clear
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Sam Leith,Correct and Persuasive on the Page
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Raymond Antrobus,The Perseverance
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,H.P. Lovecraft,The Call of Cthulhu and Other Weird Stories
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Ian MacEwan,Machines Like Me
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,H.G. Wells,The War of the Worlds
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,Jean,Paul Sarte
The Illustrated Man,Ray Bradbury,https://www.backlisted.fm/episodes/97-ray-bradbury-the-illustrated-man,J.G. Ballard,The Complete Short Stories: Vol 1
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Russell Hoban,Riddley Walker
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Russell Hoban,Turtle Diary
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Russell Hoban,Pilgermann
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Russell Hoban,The Moment Under the Moment
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Max Porter,Grief is the Thing with Feathers
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Max Porter,Lanny
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Una McCormack,The Undefeated
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,David Jones,In Parenthesis
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Anthony Burgess,Ninety
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Harold Bloom,The Western Canon
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,David Mitchell,Cloud Atlas
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Iain M. Banks,Feersum Endjinn
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Will Self,The Book of Dave
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,Paul Kingsnorth,The Wake
Riddley Walker,Russell Hoban,https://www.backlisted.fm/episodes/9-russell-hoban-riddley-walker,William Golding,The Inheritors
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,The Beatles,The Beatles Anthology
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,Michael Braun,Love Me Do: The Beatles’ Progress
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,Ian McDonald,Revolution in the Head
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,Joe Orton,Head to Toe & Up Against It
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,David Hepworth,1971: Never A Dull Moment
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,David Hepworth,A Fabulous Creation: How The LP Saved Our Lives
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,Mark Ellen,Rock Stars Stole My Life
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,Barry Miles,The Zapple Diaries: The Rise and Fall of The Last Beatles Label
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,Derek Taylor,As Time Goes By
Books about The Beatles,Port Eliot Festival,https://www.backlisted.fm/episodes/99-books-about-the-beatles,Nick Cohen,Awopbopaloobop Alopbamboom : Pop from the Beginning
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Robert Burton,The Anatomy of MelancholyPhilip Pullman
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Robert Burton,The Anatomy of Melancholy
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Philip Pullman,His Dark Materials
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Philip Pullman,The Book of Dust 1: La Belle Sauvage
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Philip Pullman,The Book of Dust 1: The Secret Commonwealth
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Philip Pullman,Daemon Voices: Essays on Storytelling (including Folio Society introduction to The Anatomy of Melancholy)
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,James Boswell,The Life of Samuel Johnson
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,John Keats,Bright Star: The Couple Poems & Letters
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Jorge Luis Borges,Fictions
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Bocaccio,The Decameron
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Laurence Sterne,The Life & Opinions of Tristram Shandy
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Laurence Sterne,Gentleman
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Charles Dickens,Oliver Twist
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Daniel Defoe,A Journal of the Plague Year
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Charles Sprawson,Haunts of the Black Masseur
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,Charles Sprawson,The Swimmer as Hero
The Anatomy of Melancholy,Robert Burton,https://www.backlisted.fm/episodes/100-robert-burton-the-anatomy-of-melancholy,David Seabrook,All the Devils Are Here
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Werner Herzog,Of Walking in Ice
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Werner Herzog,A Guide for the Perplexed (Conversations with Paul Cronin)
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Luke Turner,Out of the Woods
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Denise Riley,Time Lived
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Denise Riley,Without Its Flow
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Denise Riley,Say Something Back
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Stewart Lee,March of the Lemmings: Brexit in Print and Performance 2016
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Derek Jarman,Modern Nature: Journals 1989
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,J.A. Baker,The Peregrine
Of Walking in Ice,Werner Herzog,https://www.backlisted.fm/episodes/101-werner-herzog-of-walking,Alan Garner,The Voice that Thunders
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Elizabeth Taylor,The Soul of Kindness
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Elizabeth Taylor,Angel
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Elizabeth Taylor,A Game of Hide and Seek
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Elizabeth Taylor,In A Summer Season
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Elizabeth Taylor,Complete Short Stories
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Richard King,The Lark Ascending
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Kathleen Jamie,Surfacing
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Rachel Cooke,Her Brilliant Career: Ten Extraordinary Women of the Fifties
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Carmen Callil,Bad Faith: A History of Family & Fatherland
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Barry Lopez,Arctic Dreams
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,David Seabrook,All the Devils Are Here
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Nicola Beauman,The Other Elizabeth Taylor
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Jane Gardam,Old Filth
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Shena McKay,The Orchard on Fire
The Soul of Kindness,Elizabeth Taylor,https://www.backlisted.fm/episodes/102-elizabeth-taylor-the-soul-of-kindness,Tessa Hadley,Late in the Day
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,William Faulkner,Absalom
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,William Faulkner,Absalom!
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,William Faulkner,The Sound & the Fury
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,William Faulkner,As I Lay Dying
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,William Faulkner,Light in August
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,William Faulkner,Sanctuary
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Sarah Churchwell,Behold!
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Sarah Churchwell,America: A History of America First & the American Dream
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Sarah Churchwell,Careless People
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Gayl Jones,Corregidora
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Wendy Erskine,Sweet Home
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Thomas Bernhard,The Voice Imitator
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Thomas Bernhard,The Loser
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Thomas Bernhard,My Prizes
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Thomas Bernhard,Wittgenstein’s Nephew
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,Toni Morrison,Beloved
"Absalom, Absalom",William Faulkner,https://www.backlisted.fm/episodes/103-william-faulkner-absalom-absalom,James Baldwin,Nobody Knows My Name
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Daphne du Maurier,The Breaking Point
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Daphne du Maurier,Rebecca
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Daphne du Maurier,Don’t Look Now & Other Stories
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Daphne du Maurier,The House on the Strand
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Daphne du Maurier,I’ll Never Be Young Again
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Daphne du Maurier,Rule Britannia
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Daphne du Maurier,The Infernal World of Bramwell Bronte
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Christopher Maynard,The Usborne World of the Unknown
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Walter J.C. Murray,Copsford
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Shirley Jackson,The Haunting of Hill House
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Evelyn Waugh,Brideshead Revisited
The Breaking Point,Daphne Du Maurier,https://www.backlisted.fm/episodes/104-daphne-du-maurier-the-breaking-point,Margaret Forster,Daphne du Maurier
