episode_title,episode_author,link,author,Title
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,James Salter,Light Years
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,James Salter,The Hunters
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,James Salter,Cassada
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,James Salter,Solo Faces
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,James Salter,All That Is
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Dorothy Edwards,Rhapsody
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Dorothy Edwards,Winter Sonata
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Daisy Ashford,The Young Visiters
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Viet Thanh Nguyen,The Sympathizer
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Viet Thanh Nguyen,The Refugees
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,George Saunders,Lincoln in the Bardo
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,William Maxwell,So Long
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,William Maxwell,See You Tomorrow
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Émile Zola,Thérèse Raquin
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Shirley Jackson,The Haunting of Hill House
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Elizabeth Smart,By Grand Central Station I Sat Down and Wept
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Marguerite Duras,The Lover
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,Mikhail Bulgakov,The Master and Margarita
A Sport and a Pastime,James Salter,https://www.backlisted.fm/episodes/34-james-salter-a-sport-and-a-past-time,F Scott Fitzgerald,The Great Gatsby
Lincoln in the Bardo,George Saunders Minicast,https://www.backlisted.fm/episodes/35-lincoln-in-the-bardo-minicast,George Saunders,Lincoln in the Bardo
Lincoln in the Bardo,George Saunders Minicast,https://www.backlisted.fm/episodes/35-lincoln-in-the-bardo-minicast,Colson Whitehead,The Underground Railroad
Lincoln in the Bardo,George Saunders Minicast,https://www.backlisted.fm/episodes/35-lincoln-in-the-bardo-minicast,Tony Morrison,Paradise
Lincoln in the Bardo,George Saunders Minicast,https://www.backlisted.fm/episodes/35-lincoln-in-the-bardo-minicast,William Faulkner,As I Lay Dying
Lincoln in the Bardo,George Saunders Minicast,https://www.backlisted.fm/episodes/35-lincoln-in-the-bardo-minicast,James Joyce,Ulysses
Lincoln in the Bardo,George Saunders Minicast,https://www.backlisted.fm/episodes/35-lincoln-in-the-bardo-minicast,Virginia Woolf,Mrs Dalloway
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Patrick Hamilton,Slaves of Solitude
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Patrick Hamilton,Hangover Square
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Patrick Hamilton,Craven House
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Patrick Hamilton,Twopence Coloured
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Jean Rhys,Voyage in the Dark
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Jean Rhys,Good Morning Midnight
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Muriel Spark,The Girls of Slender Means
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Muriel Spark,The Abbess of Crewe
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Muriel Spark,The Black Madonna
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Muriel Spark,A Far Cry From Kensington
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Muriel Spark,The Driver's Seat
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Nigel Jones,Through A Glass Darkly
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Graham Greene,The End of the Affair
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Graham Greene,The Power and the Glory
Patrick Hamilton,Extra Episode,https://www.backlisted.fm/episodes/37-patrick-hamilton-extra-episode,Colin MacInnes,Absolute Beginners
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Andy Miller,The Year of Reading Dangerously
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Frederic Forsyth,The Day of the Jackal
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Elizabeth Day,The Party
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Rosamond Lehmann,The Weather in the Streets
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Rosamond Lehmann,Invitation to the Waltz
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Rosamond Lehmann,Dusty Answer
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Rosamond Lehmann,The Ballad and the Source
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Rosamond Lehmann,Swan in the Evening: Fragments of an Inner Life
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Rosamond Lehmann,A Sea
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Magnus Mills,The Forensic Records Society
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Clover Stroud,The Wild Other
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Leo Tolstoy,Anna Karenina
The Weather in the Streets,Rosamond Lehmann,https://www.backlisted.fm/episodes/38-the-weather-in-the-streets-rosamond-lehmann,Jean Rhys,Voyage in the Dark
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Rupert Thomson,The Insult
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Rupert Thomson,This Party's Got to Stop
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Rupert Thomson,Dreams of Leaving
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Rupert Thomson,Never Anyone But You
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Andy Miller,The Year of Reading Dangerously
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Thomas Hardy,Tess of the d'Urbervilles
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,George Eliot,Middlemarch
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Elizabeth Bowen,The Heat of the Day
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,James Salter,A Sport and a Pastime
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Robert Colls,Identity of England
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Robert Colls,George Orwell: English Rebel
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Martine McDonagh,Narcissism for Beginners
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Patrick Modiano,Honeymoon
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Patrick Modiano,Villa Triste
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Patrick Modiano,Pedigree
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Patrick Modiano,Dora Bruder
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Patrick Modiano,La Place de l'Etoile
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Patrick Modiano,Night Watch
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Patrick Modiano,Ring Roads
Honeymoon,Patrick Modiano,https://www.backlisted.fm/episodes/39-patrick-modiano-honeymoon,Graham Greene,End of the Affair
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Vladimir Nabokov,The Gift
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Vladimir Nabokov,Speak Memory
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Vladimir Nabokov,Ada or Ardor: A Family Chronicle
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Vladimir Nabokov,The Defense
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Katherine Taylor,The Stirrings
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Richard Mabey,Book of Nightingales
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Christopher Ricks,Dylan’s Visions of Sin
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,David Storey,Saville
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,David Storey,Flight into Camden
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Barry Hines,First Signs
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Paul Bassett Davies,Dead Writers in Rehab
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Andy Miller,The Year of Reading Dangerously
The Gift,Vladimir Nabokov,https://www.backlisted.fm/episodes/40-vladimir-nabakov-the-gift,Brian Bilston,The Refugees (reading/amatuer short
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Lisa Evans,Their Finest Hour and a Half
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Andy Miller,The Year of Reading Dangerously
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,John Grindrod,Outskirts
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,James Baldwin,Tell Me How Long the Train's Been Gone
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,James Baldwin,Another Country
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,James Baldwin,Giovanni's Room
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,James Baldwin,Go Tell it on the Mountain
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,James Baldwin,I Am Not Your Negro
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Niven Govinden,We Are the Next Romantics
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Niven Govinden,Graffiti My Soul
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Niven Govinden,Black Bread White Beer
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Niven Govinden,All the Days and Nights
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Shena Mackay,Redhill Rococo
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Hilary Mantel,Beyond Black
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Michael Nesmith,Infinite Tuesday
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Rose Macauly,The World My Wilderness
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Rose Macauly,The Towers of Trebizond
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Benjamin Myers,The Gallows Pole
Tell Me How Long the Train's Been Gone,James Baldwin,https://www.backlisted.fm/episodes/41-james-baldwin-tell-me-how-long-the-trains-been-gone,Kerensa Jennings,Seas of Snow
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Andy Miller,The Kinks Are the Village Green Reservation Society
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Crystal Zevon,I'll Sleep When I'm Dead
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Richard T. Kelly,Crusaders
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Richard T. Kelly,The Possessions of Doctor Forrest
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Richard T. Kelly,The Knives
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Brigid Brophy,The Snow Ball
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Emetic Pressburger,The Glass Pearls
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Studs Terkel,The Good War: An Oral History of World War II
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Jean Stein,Edie
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Jean Stein,American Journey
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Jean Stein,West of Eden
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Legs McNeil and Gillian McCain,Please Kill Me: The Uncensored History of Punk
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Sir Paul McCartney,Blackbird Singing
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Jonathan Green,Days in the Life
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Daniel Rachel,Walls Come Tumbling Down
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Simon Garfield,The Wrestling
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Simon Garfield,Timekeepers
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Simon Garfield,The Nation's Favourite
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Sophie Kipner,The Optimist
I'll Sleep When I'm Dead,Crystal Zevon,https://www.backlisted.fm/episodes/42-crystal-zevon-ill-sleep-when-im-dead,Vincent Van Gogh,The Letters of Vincent Van Gogh
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Andy Miller,The Year of Reading Dangerously
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Edmund Gosse,Father and Son
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Sarah Perry,After Me Comes the Flood
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Sarah Perry,The Essex Serpent
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Eley Williams,Attrib. and Other Stories
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Padgett Powell,The Interrogative Mood
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,George Saunders,Tenth of December
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,John Simmons,Spanish Crossings
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Claire Scobie,The Pagoda Tree
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Miriam Toews,A Complicated Kindness
Father and Son,Edmund Gosse,https://www.backlisted.fm/episodes/43-edmund-gosse-father-and-son,Ann Thwaite,Edmund Gosse
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Andy Miller,The Year of Reading Dangerously
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Alex Preston,The Bleeding City
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Alex Preston,The Revelations
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Alex Preston,In Love and War
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Alex Preston,As Kingfishers Catch Fire
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Charles Sprawson,Haunts of the Black Masseur
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,John Grindrod,Outskirts: Living Life on the Edge of the Green Belt
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,John Grindrod,Concretopia
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Muriel Spark,Memento Mori
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Shena Mackay,Redhill Rococo
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Hilary Mantel,Beyond Black
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Nell Stevens,Bleaker House
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Phyllis Richardson,House of Fiction
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Philip Hoare,Risingtidefallingstar
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Jenny Landreth,Swell
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,W. N. P. Barbellion,The Journal of the Disappointed Man
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,Edmund Gosse,Father and Son
Haunts of the Black Masseur,Charles Sprawson,https://www.backlisted.fm/episodes/44-charles-sprawson-haunts-of-the-black-massuer,John Cheever,The Swimmer
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Anita Loos,Gentlemen Prefer Blondes
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Anita Loos,But Gentlemen Marry Brunettes
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Andy Miller,The Year of Reading Dangerously
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Joanna Walsh,Seed
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Alexandria Marzano,Lesnevich
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Mikal Gilmore,Shot in the Heart
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Rosemary Tonks,Bedouin of the London Evening
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Tot Taylor,The Rise and Fall of John Nightly
Gentlemen Prefer Blondes,Anita Loos,https://www.backlisted.fm/episodes/45-anita-loos-gentlemen-prefer-blondes,Edith Wharton,The Custom of the Country
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Rosemary Tonks,Collected Poems
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Malcolm Lowry,Under the Volcano
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Sylvia Townsend Warner,The Death of Don Juan
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Alex Preston,Kingfishers Catch Fire
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,William Fiennes,The Snow Geese
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,William Fiennes,The Music Room
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Paula Fox,Desperate Characters
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Paula Fox,Borrowed Finery
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Paula Fox,One
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Adam Scovell,Folk Horror
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Alan Garner,The Owl Service
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Alan Garner,Red Shift
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,James Salter,A Sport and a Pastime
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Sarah Hall,Madame Zero
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Sarah Hall,The Wolf Border
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Pete Brown,Miracle Brew
Desperate Characters,Paula Fox,https://www.backlisted.fm/episodes/46-paula-fox-desperate-characters,Shirley Hazzard,The Transit of Venus
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,William Maxwell,So Long
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,William Maxwell,See You Tomorrow
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,John Kennedy Toole,Confederacy of Dunces
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,J. G. Farrell,The Siege of Krishnapur
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Jerome K. Jerome,Three Men in a Boat
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Erskine Childers,Riddle of the Sands
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Gustave Flaubert,Madame Bovary
Some Bits To Listen To While We Go On Our Holidays,Some Bits,https://www.backlisted.fm/episodes/47-some-bits-to-listen-to-while-we-go-on-our-holidays,Émile Zola,Thérèse Raquin
